player,mp,PTS,REB,AST,STL,BLK,TO,FGA,FTA,FG_PCT,game_date,team_score,opponent_score,TS%,TOV%
Jaden Springer,4.8,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2023-11-10,114.0,106.0,1.0,0.0
Furkan Korkmaz,1.7833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2023-11-10,114.0,106.0,0.0,0.0
Mo Bamba,,,,,,,,,,,2023-11-10,114.0,106.0,,
Danuel House Jr.,,,,,,,,,,,2023-11-10,114.0,106.0,,
KJ Martin,,,,,,,,,,,2023-11-10,114.0,106.0,,
Ausar Thompson,32.266666666666666,12.0,13.0,4.0,1.0,3.0,2.0,11.0,1.0,0.545,2023-11-10,106.0,114.0,0.5244755244755245,0.1488095238095238
Isaiah Stewart,31.683333333333334,10.0,6.0,2.0,0.0,1.0,3.0,10.0,0.0,0.4,2023-11-10,106.0,114.0,0.5,0.2307692307692307
Jalen Duren,22.7,4.0,4.0,3.0,0.0,1.0,3.0,5.0,0.0,0.4,2023-11-10,106.0,114.0,0.4,0.375
Cade Cunningham,35.78333333333333,21.0,4.0,7.0,0.0,0.0,4.0,18.0,4.0,0.444,2023-11-10,106.0,114.0,0.5313765182186234,0.1683501683501683
Killian Hayes,38.583333333333336,23.0,5.0,6.0,2.0,0.0,2.0,17.0,7.0,0.471,2023-11-10,106.0,114.0,0.5727091633466136,0.0905797101449275
Stanley Umude,17.35,10.0,4.0,1.0,0.0,0.0,0.0,2.0,8.0,0.5,2023-11-10,106.0,114.0,0.9057971014492754,0.0
Marcus Sasser,34.6,9.0,3.0,4.0,0.0,0.0,0.0,13.0,2.0,0.231,2023-11-10,106.0,114.0,0.324207492795389,0.0
Marvin Bagley III,13.3,6.0,5.0,1.0,0.0,0.0,1.0,4.0,0.0,0.75,2023-11-10,106.0,114.0,0.75,0.2
Jared Rhoden,7.183333333333334,5.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.667,2023-11-10,106.0,114.0,0.8333333333333334,0.25
James Wiseman,6.566666666666666,6.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2023-11-10,106.0,114.0,1.0,0.0
Malcolm Cazalon,,,,,,,,,,,2023-11-10,106.0,114.0,,
Jaden Ivey,,,,,,,,,,,2023-11-10,106.0,114.0,,
Kevin Knox II,,,,,,,,,,,2023-11-10,106.0,114.0,,
Gordon Hayward,36.016666666666666,27.0,5.0,9.0,4.0,1.0,0.0,20.0,8.0,0.5,2023-11-10,124.0,117.0,0.5739795918367347,0.0
P.J. Washington,37.833333333333336,11.0,10.0,4.0,1.0,0.0,2.0,15.0,2.0,0.333,2023-11-10,124.0,117.0,0.3463476070528967,0.1118568232662192
Mark Williams,29.766666666666666,21.0,24.0,3.0,0.0,0.0,0.0,21.0,2.0,0.476,2023-11-10,124.0,117.0,0.479890310786106,0.0
Brandon Miller,31.58333333333333,12.0,3.0,2.0,1.0,2.0,1.0,16.0,2.0,0.313,2023-11-10,124.0,117.0,0.3554502369668246,0.0559284116331096
LaMelo Ball,37.73333333333333,25.0,6.0,6.0,2.0,0.0,2.0,19.0,4.0,0.474,2023-11-10,124.0,117.0,0.6021194605009633,0.0878734622144112
JT Thor,20.33333333333333,7.0,5.0,2.0,0.0,0.0,0.0,7.0,2.0,0.429,2023-11-10,124.0,117.0,0.4441624365482233,0.0
Theo Maledon,15.583333333333334,4.0,5.0,4.0,1.0,0.0,2.0,5.0,0.0,0.4,2023-11-10,124.0,117.0,0.4,0.2857142857142857
Nick Richards,18.23333333333333,15.0,7.0,0.0,1.0,1.0,1.0,5.0,8.0,1.0,2023-11-10,124.0,117.0,0.8802816901408451,0.1050420168067226
Bryce McGowens,12.916666666666666,2.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.5,2023-11-10,124.0,117.0,0.5,0.3333333333333333
Amari Bailey,,,,,,,,,,,2023-11-10,124.0,117.0,,
Leaky Black,,,,,,,,,,,2023-11-10,124.0,117.0,,
Nick Smith Jr.,,,,,,,,,,,2023-11-10,124.0,117.0,,
Ish Smith,,,,,,,,,,,2023-11-10,124.0,117.0,,
Deni Avdija,30.75,11.0,6.0,5.0,1.0,1.0,3.0,9.0,0.0,0.556,2023-11-10,117.0,124.0,0.6111111111111112,0.25
Kyle Kuzma,29.08333333333333,17.0,6.0,1.0,0.0,0.0,3.0,17.0,1.0,0.412,2023-11-10,117.0,124.0,0.4873853211009173,0.146771037181996
Daniel Gafford,30.08333333333333,10.0,9.0,1.0,2.0,4.0,2.0,7.0,3.0,0.571,2023-11-10,117.0,124.0,0.6009615384615384,0.193798449612403
Jordan Poole,31.23333333333333,14.0,2.0,6.0,0.0,0.0,3.0,14.0,1.0,0.429,2023-11-10,117.0,124.0,0.4847645429362881,0.1720183486238532
Tyus Jones,33.75,16.0,4.0,4.0,0.0,1.0,0.0,12.0,3.0,0.5,2023-11-10,117.0,124.0,0.6006006006006006,0.0
Corey Kispert,16.35,15.0,4.0,0.0,0.0,0.0,0.0,6.0,2.0,0.833,2023-11-10,117.0,124.0,1.0901162790697674,0.0
Danilo Gallinari,17.916666666666668,9.0,1.0,4.0,0.0,0.0,1.0,6.0,2.0,0.5,2023-11-10,117.0,124.0,0.6540697674418605,0.1269035532994923
Delon Wright,14.25,4.0,2.0,6.0,1.0,0.0,0.0,3.0,3.0,0.333,2023-11-10,117.0,124.0,0.4629629629629629,0.0
Bilal Coulibaly,19.633333333333333,10.0,2.0,1.0,0.0,0.0,2.0,4.0,4.0,0.5,2023-11-10,117.0,124.0,0.8680555555555556,0.2577319587628866
Landry Shamet,16.95,11.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,0.4,2023-11-10,117.0,124.0,0.5268199233716475,0.0874125874125874
Patrick Baldwin Jr.,,,,,,,,,,,2023-11-10,117.0,124.0,,
Johnny Davis,,,,,,,,,,,2023-11-10,117.0,124.0,,
Anthony Gill,,,,,,,,,,,2023-11-10,117.0,124.0,,
Mike Muscala,,,,,,,,,,,2023-11-10,117.0,124.0,,
Ryan Rollins,,,,,,,,,,,2023-11-10,117.0,124.0,,
Cameron Johnson,25.35,11.0,5.0,0.0,0.0,0.0,1.0,13.0,0.0,0.308,2023-11-10,107.0,121.0,0.4230769230769231,0.0714285714285714
Royce O'Neale,26.83333333333333,3.0,3.0,4.0,0.0,0.0,1.0,3.0,0.0,0.333,2023-11-10,107.0,121.0,0.5,0.25
Dorian Finney-Smith,27.48333333333333,9.0,3.0,2.0,0.0,1.0,0.0,6.0,0.0,0.5,2023-11-10,107.0,121.0,0.75,0.0
Mikal Bridges,27.683333333333334,12.0,5.0,1.0,0.0,0.0,2.0,11.0,3.0,0.364,2023-11-10,107.0,121.0,0.487012987012987,0.1396648044692737
Spencer Dinwiddie,19.933333333333334,12.0,4.0,4.0,0.0,0.0,2.0,7.0,4.0,0.429,2023-11-10,107.0,121.0,0.684931506849315,0.1858736059479554
Lonnie Walker IV,20.28333333333333,20.0,7.0,4.0,0.0,1.0,0.0,12.0,1.0,0.667,2023-11-10,107.0,121.0,0.8038585209003216,0.0
Trendon Watford,27.2,14.0,7.0,3.0,0.0,1.0,0.0,11.0,2.0,0.545,2023-11-10,107.0,121.0,0.5892255892255892,0.0
Day'Ron Sharpe,13.166666666666666,5.0,3.0,1.0,0.0,0.0,2.0,4.0,4.0,0.25,2023-11-10,107.0,121.0,0.4340277777777778,0.2577319587628866
Dennis Smith Jr.,26.95,14.0,4.0,7.0,0.0,0.0,0.0,10.0,4.0,0.5,2023-11-10,107.0,121.0,0.5952380952380952,0.0
Armoni Brooks,19.266666666666666,0.0,4.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,2023-11-10,107.0,121.0,0.0,0.1666666666666666
Harry Giles III,5.85,7.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2023-11-10,107.0,121.0,1.1666666666666667,0.25
Ben Simmons,,,,,,,,,,,2023-11-10,107.0,121.0,,
Jaylen Brown,29.48333333333333,28.0,3.0,5.0,1.0,0.0,3.0,19.0,5.0,0.526,2023-11-10,121.0,107.0,0.6603773584905661,0.1239669421487603
Jayson Tatum,33.3,23.0,10.0,3.0,0.0,0.0,2.0,17.0,9.0,0.353,2023-11-10,121.0,107.0,0.5486641221374046,0.0871080139372822
Kristaps Porziņģis,24.683333333333334,9.0,2.0,2.0,0.0,1.0,0.0,4.0,5.0,0.5,2023-11-10,121.0,107.0,0.7258064516129032,0.0
Jrue Holiday,32.833333333333336,13.0,12.0,9.0,2.0,0.0,0.0,14.0,0.0,0.429,2023-11-10,121.0,107.0,0.4642857142857143,0.0
Derrick White,26.816666666666663,11.0,4.0,5.0,0.0,1.0,0.0,10.0,2.0,0.4,2023-11-10,121.0,107.0,0.5055147058823529,0.0
Oshae Brissett,7.766666666666667,2.0,3.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,2023-11-10,121.0,107.0,0.2100840336134453,0.0
Sam Hauser,24.633333333333333,15.0,2.0,1.0,0.0,0.0,0.0,10.0,0.0,0.5,2023-11-10,121.0,107.0,0.75,0.0
Luke Kornet,17.883333333333333,7.0,9.0,1.0,0.0,1.0,0.0,5.0,1.0,0.6,2023-11-10,121.0,107.0,0.6433823529411764,0.0
Payton Pritchard,30.48333333333333,13.0,5.0,3.0,1.0,0.0,0.0,10.0,2.0,0.5,2023-11-10,121.0,107.0,0.5974264705882353,0.0
Svi Mykhailiuk,8.583333333333334,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2023-11-10,121.0,107.0,0.0,0.6666666666666666
Dalano Banton,3.533333333333333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2023-11-10,121.0,107.0,0.0,0.0
Lamar Stevens,,,,,,,,,,,2023-11-10,121.0,107.0,,
Brandon Ingram,38.68333333333333,31.0,6.0,5.0,0.0,1.0,4.0,24.0,9.0,0.458,2023-11-10,101.0,104.0,0.5543633762517882,0.1251564455569462
Zion Williamson,33.61666666666667,24.0,8.0,1.0,0.0,1.0,5.0,16.0,11.0,0.5,2023-11-10,101.0,104.0,0.5758157389635317,0.1934984520123839
Jonas Valančiūnas,29.416666666666668,15.0,9.0,2.0,0.0,4.0,2.0,12.0,1.0,0.583,2023-11-10,101.0,104.0,0.6028938906752411,0.1385041551246537
Dyson Daniels,40.85,10.0,10.0,2.0,1.0,0.0,2.0,6.0,6.0,0.333,2023-11-10,101.0,104.0,0.5787037037037037,0.18796992481203
Jordan Hawkins,41.266666666666666,14.0,7.0,1.0,2.0,0.0,3.0,11.0,4.0,0.364,2023-11-10,101.0,104.0,0.54858934169279,0.1903553299492386
Matt Ryan,16.183333333333334,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2023-11-10,101.0,104.0,0.0,0.5
Dereon Seabron,12.3,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2023-11-10,101.0,104.0,0.0,0.0
Larry Nance Jr.,14.716666666666669,1.0,5.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2023-11-10,101.0,104.0,0.5681818181818182,0.5319148936170213
Cody Zeller,3.8666666666666663,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2023-11-10,101.0,104.0,1.1363636363636365,0.0
Jeremiah Robinson-Earl,9.116666666666667,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2023-11-10,101.0,104.0,1.25,0.0
Kira Lewis Jr.,,,,,,,,,,,2023-11-10,101.0,104.0,,
Naji Marshall,,,,,,,,,,,2023-11-10,101.0,104.0,,
Dillon Brooks,20.883333333333333,10.0,2.0,2.0,2.0,1.0,0.0,7.0,5.0,0.429,2023-11-10,104.0,101.0,0.5434782608695653,0.0
Jabari Smith Jr.,23.133333333333333,6.0,7.0,2.0,0.0,0.0,2.0,8.0,1.0,0.25,2023-11-10,104.0,101.0,0.3554502369668246,0.1915708812260536
Alperen Sengun,33.65,24.0,8.0,3.0,2.0,1.0,4.0,15.0,5.0,0.733,2023-11-10,104.0,101.0,0.6976744186046512,0.1886792452830188
Jalen Green,34.733333333333334,25.0,4.0,1.0,0.0,0.0,1.0,18.0,10.0,0.389,2023-11-10,104.0,101.0,0.5580357142857143,0.0427350427350427
Fred VanVleet,40.48333333333333,20.0,3.0,8.0,1.0,1.0,1.0,15.0,2.0,0.467,2023-11-10,104.0,101.0,0.6297229219143576,0.0592417061611374
Jae'Sean Tate,23.966666666666665,7.0,3.0,2.0,3.0,0.0,0.0,7.0,0.0,0.429,2023-11-10,104.0,101.0,0.5,0.0
Aaron Holiday,14.366666666666667,5.0,0.0,2.0,1.0,0.0,0.0,5.0,2.0,0.2,2023-11-10,104.0,101.0,0.4251700680272109,0.0
Tari Eason,19.05,2.0,8.0,0.0,0.0,2.0,0.0,8.0,0.0,0.125,2023-11-10,104.0,101.0,0.125,0.0
Jock Landale,6.866666666666667,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2023-11-10,104.0,101.0,0.0,0.0
Jeff Green,22.883333333333333,5.0,4.0,0.0,0.0,0.0,1.0,3.0,3.0,0.333,2023-11-10,104.0,101.0,0.5787037037037037,0.18796992481203
Reggie Bullock Jr.,,,,,,,,,,,2023-11-10,104.0,101.0,,
Boban Marjanović,,,,,,,,,,,2023-11-10,104.0,101.0,,
Nate Williams,,,,,,,,,,,2023-11-10,104.0,101.0,,
Ochai Agbaji,30.33333333333333,15.0,6.0,1.0,1.0,2.0,1.0,8.0,0.0,0.75,2023-11-10,127.0,121.0,0.9375,0.1111111111111111
John Collins,37.88333333333333,18.0,3.0,0.0,0.0,4.0,3.0,6.0,7.0,0.833,2023-11-10,127.0,121.0,0.9911894273127754,0.2483443708609271
Lauri Markkanen,37.3,26.0,7.0,1.0,2.0,2.0,3.0,13.0,6.0,0.615,2023-11-10,127.0,121.0,0.8312020460358056,0.1609442060085837
Keyonte George,29.53333333333333,7.0,3.0,11.0,0.0,1.0,2.0,12.0,2.0,0.167,2023-11-10,127.0,121.0,0.2717391304347826,0.1344086021505376
Jordan Clarkson,35.8,26.0,4.0,4.0,2.0,1.0,3.0,16.0,6.0,0.563,2023-11-10,127.0,121.0,0.6974248927038627,0.1386321626617375
Collin Sexton,17.666666666666668,10.0,2.0,6.0,1.0,0.0,3.0,8.0,4.0,0.375,2023-11-10,127.0,121.0,0.5122950819672131,0.2351097178683385
Talen Horton-Tucker,18.466666666666665,13.0,3.0,2.0,1.0,1.0,1.0,7.0,2.0,0.571,2023-11-10,127.0,121.0,0.8248730964467005,0.1126126126126126
Kelly Olynyk,20.816666666666663,6.0,8.0,2.0,1.0,1.0,2.0,3.0,2.0,0.667,2023-11-10,127.0,121.0,0.7731958762886598,0.3401360544217687
Simone Fontecchio,12.2,6.0,2.0,1.0,2.0,0.0,1.0,3.0,0.0,0.667,2023-11-10,127.0,121.0,1.0,0.25
Kris Dunn,,,,,,,,,,,2023-11-10,127.0,121.0,,
Luka Samanic,,,,,,,,,,,2023-11-10,127.0,121.0,,
Omer Yurtseven,,,,,,,,,,,2023-11-10,127.0,121.0,,
Desmond Bane,38.06666666666667,37.0,4.0,8.0,1.0,2.0,3.0,28.0,3.0,0.5,2023-11-10,121.0,127.0,0.630968622100955,0.0928217821782178
Jaren Jackson Jr.,23.35,14.0,4.0,2.0,0.0,0.0,2.0,13.0,0.0,0.538,2023-11-10,121.0,127.0,0.5384615384615384,0.1333333333333333
Bismack Biyombo,33.68333333333333,15.0,15.0,0.0,1.0,0.0,0.0,10.0,6.0,0.5,2023-11-10,121.0,127.0,0.5933544303797468,0.0
Marcus Smart,24.9,8.0,1.0,2.0,0.0,1.0,1.0,9.0,2.0,0.333,2023-11-10,121.0,127.0,0.4048582995951417,0.0919117647058823
Jacob Gilyard,34.05,14.0,4.0,8.0,1.0,0.0,2.0,10.0,0.0,0.5,2023-11-10,121.0,127.0,0.7,0.1666666666666666
Santi Aldama,13.066666666666666,6.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.667,2023-11-10,121.0,127.0,0.7731958762886598,0.0
Luke Kennard,21.05,14.0,1.0,1.0,0.0,1.0,0.0,11.0,0.0,0.455,2023-11-10,121.0,127.0,0.6363636363636364,0.0
Kenneth Lofton Jr.,11.683333333333334,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2023-11-10,121.0,127.0,0.0,0.3333333333333333
David Roddy,18.75,7.0,3.0,0.0,0.0,0.0,2.0,9.0,0.0,0.333,2023-11-10,121.0,127.0,0.3888888888888889,0.1818181818181818
John Konchar,21.4,6.0,1.0,2.0,2.0,0.0,0.0,6.0,0.0,0.333,2023-11-10,121.0,127.0,0.5,0.0
Vince Williams Jr.,,,,,,,,,,,2023-11-10,121.0,127.0,,
Jaden McDaniels,26.133333333333333,10.0,5.0,0.0,2.0,0.0,0.0,11.0,0.0,0.455,2023-11-10,117.0,110.0,0.4545454545454545,0.0
Karl-Anthony Towns,34.28333333333333,29.0,12.0,2.0,0.0,0.0,3.0,21.0,4.0,0.524,2023-11-10,117.0,110.0,0.6370826010544816,0.1164596273291925
Rudy Gobert,33.733333333333334,11.0,10.0,1.0,1.0,0.0,1.0,10.0,1.0,0.5,2023-11-10,117.0,110.0,0.5268199233716475,0.0874125874125874
Anthony Edwards,37.11666666666667,28.0,7.0,5.0,2.0,1.0,4.0,21.0,11.0,0.429,2023-11-10,117.0,110.0,0.541795665634675,0.1340482573726541
Mike Conley,31.08333333333333,11.0,3.0,6.0,0.0,0.0,4.0,7.0,4.0,0.429,2023-11-10,117.0,110.0,0.6278538812785388,0.3134796238244514
Naz Reid,18.23333333333333,7.0,3.0,0.0,0.0,2.0,0.0,7.0,0.0,0.429,2023-11-10,117.0,110.0,0.5,0.0
Nickeil Alexander-Walker,18.73333333333333,9.0,3.0,4.0,0.0,1.0,0.0,4.0,2.0,0.75,2023-11-10,117.0,110.0,0.9221311475409836,0.0
Kyle Anderson,26.3,6.0,5.0,4.0,1.0,0.0,4.0,2.0,4.0,1.0,2023-11-10,117.0,110.0,0.797872340425532,0.5154639175257733
Shake Milton,14.383333333333333,6.0,3.0,1.0,0.0,0.0,2.0,4.0,1.0,0.5,2023-11-10,117.0,110.0,0.6756756756756757,0.3105590062111801
Troy Brown Jr.,,,,,,,,,,,2023-11-10,117.0,110.0,,
Josh Minott,,,,,,,,,,,2023-11-10,117.0,110.0,,
Daishen Nix,,,,,,,,,,,2023-11-10,117.0,110.0,,
Keldon Johnson,33.25,6.0,5.0,1.0,0.0,0.0,1.0,10.0,4.0,0.2,2023-11-10,110.0,117.0,0.2551020408163265,0.0783699059561128
Victor Wembanyama,34.9,29.0,9.0,4.0,1.0,4.0,3.0,21.0,4.0,0.571,2023-11-10,110.0,117.0,0.6370826010544816,0.1164596273291925
Zach Collins,24.016666666666666,11.0,2.0,5.0,0.0,1.0,1.0,6.0,0.0,0.833,2023-11-10,110.0,117.0,0.9166666666666666,0.1428571428571428
Devin Vassell,34.65,29.0,3.0,4.0,1.0,0.0,1.0,16.0,9.0,0.5,2023-11-10,110.0,117.0,0.7264529058116233,0.0477099236641221
Jeremy Sochan,29.7,14.0,7.0,5.0,3.0,0.0,6.0,11.0,2.0,0.545,2023-11-10,110.0,117.0,0.5892255892255892,0.3355704697986577
Cedi Osman,16.083333333333332,2.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.5,2023-11-10,110.0,117.0,0.5,0.0
Malaki Branham,16.183333333333334,6.0,2.0,1.0,2.0,0.0,0.0,11.0,0.0,0.273,2023-11-10,110.0,117.0,0.2727272727272727,0.0
Tre Jones,25.8,8.0,4.0,4.0,1.0,1.0,2.0,8.0,0.0,0.5,2023-11-10,110.0,117.0,0.5,0.2
Charles Bassey,11.15,2.0,6.0,2.0,0.0,2.0,0.0,3.0,0.0,0.333,2023-11-10,110.0,117.0,0.3333333333333333,0.0
Doug McDermott,14.266666666666667,3.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.25,2023-11-10,110.0,117.0,0.375,0.0
Dominick Barlow,,,,,,,,,,,2023-11-10,110.0,117.0,,
Julian Champagnie,,,,,,,,,,,2023-11-10,110.0,117.0,,
Devonte' Graham,,,,,,,,,,,2023-11-10,110.0,117.0,,
Sandro Mamukelashvili,,,,,,,,,,,2023-11-10,110.0,117.0,,
Blake Wesley,,,,,,,,,,,2023-11-10,110.0,117.0,,
Paul George,22.633333333333333,8.0,3.0,2.0,1.0,0.0,2.0,12.0,1.0,0.25,2023-11-10,126.0,144.0,0.3215434083601286,0.1385041551246537
Kawhi Leonard,29.08333333333333,26.0,3.0,4.0,0.0,0.0,2.0,15.0,8.0,0.533,2023-11-10,126.0,144.0,0.7019438444924406,0.0974658869395711
Ivica Zubac,22.05,12.0,8.0,1.0,0.0,2.0,1.0,9.0,4.0,0.556,2023-11-10,126.0,144.0,0.5576208178438662,0.0850340136054421
James Harden,29.15,14.0,5.0,3.0,2.0,0.0,2.0,6.0,6.0,0.5,2023-11-10,126.0,144.0,0.8101851851851851,0.18796992481203
Russell Westbrook,20.45,14.0,5.0,2.0,3.0,0.0,2.0,11.0,5.0,0.455,2023-11-10,126.0,144.0,0.5303030303030303,0.131578947368421
Bones Hyland,28.766666666666666,17.0,4.0,6.0,1.0,0.0,2.0,9.0,6.0,0.556,2023-11-10,126.0,144.0,0.7302405498281787,0.1466275659824046
Terance Mann,29.066666666666663,11.0,6.0,3.0,0.0,0.0,0.0,8.0,0.0,0.625,2023-11-10,126.0,144.0,0.6875,0.0
P.J. Tucker,6.166666666666667,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2023-11-10,126.0,144.0,0.0,0.0
Norman Powell,11.133333333333333,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2023-11-10,126.0,144.0,0.0,0.6666666666666666
Moussa Diabate,15.833333333333334,11.0,9.0,0.0,0.0,0.0,0.0,6.0,4.0,0.667,2023-11-10,126.0,144.0,0.7087628865979382,0.0
Amir Coffey,12.916666666666666,6.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,0.333,2023-11-10,126.0,144.0,0.436046511627907,0.0
Kobe Brown,12.75,7.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.75,2023-11-10,126.0,144.0,0.875,0.2
Derrick Jones Jr.,28.85,11.0,10.0,3.0,3.0,0.0,0.0,10.0,2.0,0.4,2023-11-10,144.0,126.0,0.5055147058823529,0.0
Grant Williams,15.883333333333333,2.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.5,2023-11-10,144.0,126.0,0.5,0.3333333333333333
Dereck Lively II,26.216666666666665,6.0,4.0,1.0,0.0,1.0,1.0,8.0,0.0,0.375,2023-11-10,144.0,126.0,0.375,0.1111111111111111
Kyrie Irving,28.28333333333333,27.0,6.0,3.0,2.0,0.0,2.0,19.0,6.0,0.421,2023-11-10,144.0,126.0,0.6238447319778189,0.0846023688663282
Luka Dončić,31.683333333333334,44.0,6.0,6.0,1.0,0.0,1.0,21.0,4.0,0.81,2023-11-10,144.0,126.0,0.9666080843585236,0.042087542087542
Tim Hardaway Jr.,26.75,17.0,3.0,3.0,0.0,0.0,0.0,13.0,3.0,0.462,2023-11-10,144.0,126.0,0.5935754189944134,0.0
Josh Green,17.65,3.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.25,2023-11-10,144.0,126.0,0.375,0.0
Dwight Powell,21.78333333333333,9.0,5.0,4.0,1.0,0.0,1.0,3.0,5.0,0.667,2023-11-10,144.0,126.0,0.8653846153846153,0.1612903225806451
Olivier-Maxence Prosper,5.05,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2023-11-10,144.0,126.0,0.2659574468085106,0.0
Danté Exum,18.383333333333333,8.0,2.0,6.0,0.0,0.0,0.0,7.0,0.0,0.429,2023-11-10,144.0,126.0,0.5714285714285714,0.0
Jaden Hardy,12.366666666666667,11.0,2.0,0.0,0.0,0.0,2.0,8.0,1.0,0.625,2023-11-10,144.0,126.0,0.6516587677725119,0.1915708812260536
Seth Curry,7.1,5.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.5,2023-11-10,144.0,126.0,0.753012048192771,0.0
Richaun Holmes,,,,,,,,,,,2023-11-10,144.0,126.0,,
Markieff Morris,,,,,,,,,,,2023-11-10,144.0,126.0,,
Cam Reddish,27.73333333333333,17.0,3.0,0.0,3.0,0.0,0.0,10.0,2.0,0.5,2023-11-10,122.0,119.0,0.7812499999999999,0.0
LeBron James,36.38333333333333,32.0,11.0,6.0,1.0,1.0,4.0,17.0,11.0,0.647,2023-11-10,122.0,119.0,0.7326007326007326,0.1547987616099071
Anthony Davis,36.05,18.0,11.0,4.0,0.0,1.0,1.0,14.0,8.0,0.357,2023-11-10,122.0,119.0,0.5136986301369864,0.0539956803455723
Taurean Prince,32.75,7.0,1.0,0.0,0.0,2.0,0.0,8.0,2.0,0.375,2023-11-10,122.0,119.0,0.3941441441441441,0.0
D'Angelo Russell,28.866666666666667,19.0,3.0,9.0,0.0,1.0,1.0,12.0,9.0,0.5,2023-11-10,122.0,119.0,0.5952380952380952,0.0589622641509433
Austin Reaves,35.4,15.0,1.0,7.0,1.0,0.0,2.0,11.0,1.0,0.545,2023-11-10,122.0,119.0,0.6555944055944056,0.1488095238095238
Christian Wood,17.6,5.0,9.0,0.0,0.0,1.0,1.0,5.0,0.0,0.4,2023-11-10,122.0,119.0,0.5,0.1666666666666666
Rui Hachimura,20.45,7.0,3.0,1.0,4.0,1.0,1.0,6.0,1.0,0.5,2023-11-10,122.0,119.0,0.5434782608695652,0.1344086021505376
Jaxson Hayes,4.766666666666667,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2023-11-10,122.0,119.0,1.0,0.5
Max Christie,,,,,,,,,,,2023-11-10,122.0,119.0,,
Jalen Hood-Schifino,,,,,,,,,,,2023-11-10,122.0,119.0,,
Maxwell Lewis,,,,,,,,,,,2023-11-10,122.0,119.0,,
Keita Bates-Diop,29.78333333333333,11.0,5.0,0.0,2.0,0.0,0.0,11.0,2.0,0.364,2023-11-10,119.0,122.0,0.4629629629629629,0.0
Kevin Durant,38.6,38.0,9.0,5.0,0.0,0.0,4.0,27.0,10.0,0.481,2023-11-10,119.0,122.0,0.6050955414012739,0.1129943502824858
Jusuf Nurkić,32.666666666666664,14.0,9.0,7.0,1.0,0.0,2.0,8.0,7.0,0.5,2023-11-10,119.0,122.0,0.631768953068592,0.1529051987767584
Grayson Allen,31.683333333333334,9.0,9.0,4.0,1.0,0.0,2.0,8.0,0.0,0.5,2023-11-10,119.0,122.0,0.5625,0.2
Bradley Beal,31.5,24.0,4.0,2.0,2.0,0.0,2.0,17.0,6.0,0.529,2023-11-10,119.0,122.0,0.6109979633401221,0.0924214417744916
Yuta Watanabe,14.4,3.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.25,2023-11-10,119.0,122.0,0.375,0.0
Josh Okogie,12.65,2.0,6.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,2023-11-10,119.0,122.0,0.2049180327868852,0.0
Eric Gordon,27.816666666666663,13.0,2.0,2.0,3.0,0.0,1.0,9.0,0.0,0.556,2023-11-10,119.0,122.0,0.7222222222222222,0.1
Drew Eubanks,14.133333333333333,2.0,5.0,1.0,0.0,1.0,2.0,3.0,0.0,0.333,2023-11-10,119.0,122.0,0.3333333333333333,0.4
Jordan Goodwin,6.766666666666667,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.333,2023-11-10,119.0,122.0,0.5,0.0
Udoka Azubuike,,,,,,,,,,,2023-11-10,119.0,122.0,,
Bol Bol,,,,,,,,,,,2023-11-10,119.0,122.0,,
