Date,Team,Acquired,Relinquished,Notes
2024-04-25,76ers,• De'Anthony Melton,,activated from IL
2024-04-25,Mavericks,,• Tim Hardaway Jr.,placed on IL with sprained right ankle
2024-04-26,Bucks,,• Chris Livingston,placed on IL with illness
2024-04-26,Mavericks,,• Olivier-Maxence Prosper,placed on IL with sprained left ankle
2024-04-26,Suns,,• Grayson Allen,placed on IL with sprained right ankle (out for season)
2024-04-27,Celtics,• Luke Kornet,,activated from IL
2024-04-27,Lakers,• Christian Wood,,activated from IL
2024-04-27,Pelicans,,• Jeremiah Robinson-Earl,placed on IL with sprained left ankle
2024-04-28,Bucks,,• Damian Lillard,placed on IL with right Achilles tendinitis
2024-04-28,Clippers,,• Kawhi Leonard,placed on IL with right knee inflammation (out for season)
2024-04-29,Bucks,• Chris Livingston,,activated from IL
2024-04-29,Lakers,• Jarred Vanderbilt,,activated from IL
2024-04-29,Pelicans,• Jeremiah Robinson-Earl,,activated from IL
2024-04-30,Celtics,,• Kristaps Porzingis,placed on IL with strained right calf
2024-04-30,Knicks,,• Bojan Bogdanovic,placed on IL with various injuries (out for season)
2024-04-30,Lakers,• Cam Reddish,,activated from IL
2024-04-30,Lakers,• Jalen Hood-Schifino,,activated from IL
2024-05-02,Bucks,• Damian Lillard,,activated from IL
2024-05-04,Mavericks,,• Maximilian Kleber / Maxi Kleber,placed on IL with dislocated right shoulder
2024-05-06,Mavericks,• Tim Hardaway Jr.,,activated from IL
2024-05-07,Knicks,,• Mitchell Robinson,placed on IL with left ankle injury (out for season)
2024-05-11,Cavaliers,• Dean Wade,,activated from IL
2024-05-25,Celtics,,• Luke Kornet,placed on IL with sprained left wrist
2024-05-25,Pacers,,• Tyrese Haliburton,placed on IL with left hamstring injury (out for season)
2024-05-27,Celtics,• Luke Kornet,,activated from IL
2024-05-27,Mavericks,,• Dereck Lively II,placed on IL with sprained neck
2024-05-27,Pacers,,• Jalen Smith,placed on IL with illness (out for season)
2024-05-28,Mavericks,• Maximilian Kleber / Maxi Kleber,,activated from IL
2024-05-30,Mavericks,• Dereck Lively II,,activated from IL
2024-06-05,Celtics,• Kristaps Porzingis,,activated from IL
2024-06-06,Mavericks,• Olivier-Maxence Prosper,,activated from IL
2024-06-12,Celtics,,• Kristaps Porzingis,placed on IL with left leg injury
2024-06-14,Celtics,• Kristaps Porzingis,,activated from IL
2024-06-28,Pacers,,,
